Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Passenger
Rank : Captain,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Battalion Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Firefighter,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Fall,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Water Supply
Rank : Fire Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heat Exhaustion,Duty : Return,Activity : Unknown
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Driver
Rank : Firefighter,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Emergency,Activity : Scene Safety
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : Training,Activity : Other
Rank : Chief Engineer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : In-Station Duties
Rank : Lieutenant,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Captain,Classification : Career,Cause Of Death : Disorientation,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Passenger
Rank : Lieutenant,Classification : Career,Cause Of Death : Fall,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Lieutenant,Classification : Career,Cause Of Death : Fall,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Firefighter,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Assistant Fire Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Incident Command
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Captain,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Other,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Chief Engineer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Search and Rescue
Rank : Captain,Classification : Career,Cause Of Death : Exposure,Nature Of Death : Electrocution,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Staff Sergeant-Firefighter,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Emergency,Activity : Search and Rescue
Rank : Firefighter / EMT,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Captain,Classification : Career,Cause Of Death : Collapse,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Lieutenant,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Return,Activity : Vehicle Driver
Rank : Senior Forest Ranger,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Other,Nature Of Death : Heart Attack,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Advance Hose Lines/Fire Attack
Rank : Fire Police Officer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Scene Safety
Rank : Deputy Fire Coordinator/Fire Investigator,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Other
Rank : Pilot,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Driver
Rank : Fire Management Officer,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Passenger
Rank : Helitack Superintendent,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Passenger
Rank : Fire Chief,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Driver
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Passenger
Rank : Firefighter Trainee,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Other
Rank : Firefighter Trainee,Classification : Volunteer,Cause Of Death : Fall,Nature Of Death : Trauma,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Pump Operations
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Setup
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Return,Activity : Vehicle Driver
Rank : Assistant Lieutenant,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Driver/Operator,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : Return,Activity : Vehicle Driver
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Training,Activity : Vehicle Driver
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Training,Activity : Vehicle Driver
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Training,Activity : Vehicle Driver
Rank : Firefighter,Classification : Career,Cause Of Death : Fall,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Exposure,Nature Of Death : Suffocation,Duty : On-Scene Emergency,Activity : Search and Rescue
Rank : Safety Officer,Classification : Volunteer,Cause Of Death : Other,Nature Of Death : Stroke,Duty : On-Duty,Activity : Vehicle Driver
Rank : Assistant Fire Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Lieutenant,Classification : Career,Cause Of Death : Other,Nature Of Death : Other,Duty : On-Scene Emergency,Activity : EMS/Patient Care
Rank : Lieutenant,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Other
Rank : Firefighter Recruit,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heat Exhaustion,Duty : Training,Activity : Fitness Activity
Rank : Firefighter,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Fitness Activity
Rank : Firefighter Crew Supervisor III,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Exposure,Nature Of Death : Electrocution,Duty : On-Scene Fire,Activity : Setup
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Advance Hose Lines/Fire Attack
Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter / EMT,Classification : Part-Time (Paid),Cause Of Death : Other,Nature Of Death : Other,Duty : On-Duty,Activity : Standby
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Return,Activity : Personal Vehicle Driver/Passenger
Rank : Fire Apparatus Operator,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Return,Activity : Vehicle Driver
Rank : Engineer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Pump Operations
Rank : Firefighter,Classification : Career,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Other,Nature Of Death : Other,Duty : On-Duty,Activity : Other
Rank : Sergeant,Classification : Career,Cause Of Death : Other,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Firefighter/EMT EMS Captain,Classification : Paid-on-Call,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Fitness Activity
Rank : Fire Police Officer,Classification : Volunteer,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Scene Safety
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Fall,Nature Of Death : Stroke,Duty : On-Duty,Activity : In-Station Duties
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : Training,Activity : Other
Rank : Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Sr. Fire Police Captain,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Lieutenant,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Captain,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Captain,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Other
Rank : Firefighter,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Setup
Rank : Assistant Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Engineer,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Ventilation
Rank : Fire Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : On-Duty,Activity : Other
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Unknown,Duty : On-Scene Fire,Activity : Setup
Rank : Captain,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Fire Police Chief,Classification : Volunteer,Cause Of Death : Unknown,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Scene Safety
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Fire Fighter,Classification : Volunteer,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Water Supply
Rank : Firefighter,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Captain,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Passenger
Rank : Captain,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Career,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter II,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Career,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Emergency,Activity : Scene Safety
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Forest Fire Equipment Operator,Classification : Wildland Full-Time,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Assistant Chief,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Other
Rank : Firefighter,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Salvage and Overhaul
Rank : Firefighter,Classification : Career,Cause Of Death : Exposure,Nature Of Death : Other,Duty : On-Duty,Activity : Extrication
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Firefighter,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Other,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Collapse,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Captain,Classification : Volunteer,Cause Of Death : Collapse,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Battalion Chief,Classification : Part-Time (Paid),Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Incident Command
Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Inmate Firefighter,Classification : Volunteer,Cause Of Death : Disorientation,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Lieutenant,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Safety Officer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Other,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Captain,Classification : Wildland Full-Time,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Fitness Activity
Rank : Firefighter,Classification : Paid-on-Call,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Captain,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Drowning,Duty : Training,Activity : Other
Rank : Firefighter/Paramedic,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Vehicle Driver
Rank : Firefighter-EMT,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Assistant Chief,Classification : Industrial,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : Training,Activity : Other
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Vehicle Driver
Rank : Fire Captain,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Foreman,Classification : Volunteer,Cause Of Death : Collapse,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Vehicle Driver
Rank : Fire Police Officer/Fire Commisioner,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Scene Safety
Rank : Forest Technician,Classification : Wildland Full-Time,Cause Of Death : Impact,Nature Of Death : Trauma,Duty : On-Duty,Activity : Other
Rank : Firefighter/EMT,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Standby
Rank : Assistant Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Return,Activity : Vehicle Driver
Rank : Fire Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Vehicle Driver
Rank : Fire Apparatus Operator,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Fitness Activity
Rank : Captain,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Other
Rank : Lieutenant,Classification : Career,Cause Of Death : Disorientation,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Setup
Rank : Firefighter III,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Deputy Assistant Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : In-Station Duties
Rank : Ex-Captain,Classification : Volunteer,Cause Of Death : Other,Nature Of Death : Electrocution,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Deputy Chief,Classification : Volunteer,Cause Of Death : Collapse,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Fire Chief,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Junior Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Personal Vehicle Driver/Passenger
Rank : Firefighter,Classification : Paid-on-Call,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Setup
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Trapped,Nature Of Death : Trauma,Duty : On-Duty,Activity : In-Station Duties
Rank : Assistant Chief,Classification : Part-Time (Paid),Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Water Supply
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Standby
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Vehicle Driver
Rank : Co-Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Vehicle Passenger
Rank : Firefighter II,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Training,Activity : Fitness Activity
Rank : Firefighter,Classification : Career,Cause Of Death : Stress/Overexertion,Nature Of Death : Stroke,Duty : On-Duty,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Fire,Activity : Pump Operations
Rank : Lieutenant,Classification : Part-Time (Paid),Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Scene Emergency,Activity : Support
Rank : Firefighter/Lookout,Classification : Wildland Part-Time,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Support
Rank : Firefighter/Assistant Helitack Manager,Classification : Wildland Full-Time,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Support
Rank : Firefighter,Classification : Wildland Part-Time,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Support
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Duty,Activity : Support
Rank : Lieutenant,Classification : Career,Cause Of Death : Collapse,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Division Supervisor,Classification : Wildland Full-Time,Cause Of Death : Trapped,Nature Of Death : Burns,Duty : On-Scene Fire,Activity : Support
Rank : Firefighter,Classification : Career,Cause Of Death : Collapse,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Lieutenant,Classification : Career,Cause Of Death : Collapse,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Advance Hose Lines/Fire Attack
Rank : Fire Police Officer,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : Response,Activity : Other
Rank : Assistant Fire Chief,Classification : Volunteer,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : Response,Activity : Vehicle Driver
Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Pilot,Classification : Wildland Contract,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Support
Rank : Battalion Chief,Classification : Wildland Full-Time,Cause Of Death : Vehicle Collision,Nature Of Death : Trauma,Duty : On-Scene Fire,Activity : Support
Rank : Acting Captain,Classification : Career,Cause Of Death : Trapped,Nature Of Death : Suffocation,Duty : On-Scene Fire,Activity : Search and Rescue
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Other,Nature Of Death : Heart Attack,Duty : Training,Activity : Other
Rank : Firefighter,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Other
Rank : Lieutenant,Classification : Volunteer,Cause Of Death : Stress/Overexertion,Nature Of Death : Heart Attack,Duty : On-Duty,Activity : Personal Vehicle Driver/Passenger
